id,features
870,"[0.7302184104919434, 0.10482444614171982, 1.1195534467697144, -0.36451399326324463, -0.07882857322692871, 0.07103689014911652, 0.07906617224216461, -0.20716136693954468, 0.602776288986206, -0.8594368100166321]"
880,"[0.3086645305156708, 0.23392726480960846, -0.1251738965511322, -0.006746598053723574, -0.9862774610519409, -0.15593981742858887, -0.6215954422950745, 0.18550309538841248, 0.8426676988601685, -0.7190567851066589]"
900,"[-0.17063316702842712, 0.8765251636505127, 0.5110784769058228, -0.37153321504592896, 1.0059716701507568, 0.14045442640781403, -0.24423645436763763, 0.3669227063655853, 0.22110146284103394, -1.0229023694992065]"
910,"[0.41824114322662354, 0.9088751673698425, 0.32724833488464355, -0.10921622067689896, 0.27646687626838684, -0.11964050680398941, -0.382621169090271, 0.8228938579559326, -0.32518506050109863, -0.8112235069274902]"
920,"[-0.2310021072626114, 0.5084554553031921, 0.6353161931037903, -0.289948433637619, 0.29410985112190247, 0.11837034672498703, -0.5477938055992126, 0.8373836278915405, -0.12109040468931198, -1.0029542446136475]"
930,"[-0.10360931605100632, 0.6170054078102112, 0.6864175796508789, 0.07773816585540771, 0.14756233990192413, -0.4551812410354614, -0.39791733026504517, 0.6327943205833435, 0.0004902110667899251, -1.0489612817764282]"
940,"[0.24332086741924286, 0.7041282653808594, 0.655874490737915, -0.3376641869544983, 0.36245447397232056, -0.20333726704120636, -0.4761951267719269, 0.7275514006614685, -0.27673137187957764, -0.6493157744407654]"
950,"[0.14997531473636627, 0.5826180577278137, 0.788526713848114, -0.039759885519742966, 0.18204951286315918, -0.4794062077999115, -0.39233502745628357, 0.3068009316921234, -0.15150852501392365, -1.1412312984466553]"
960,"[0.28036537766456604, 0.8418006896972656, -1.710960865020752, 0.7214323282241821, -1.2325875759124756, 0.34362632036209106, -0.9805873036384583, 1.342960000038147, -0.290104478597641, -0.9884987473487854]"
970,"[-1.0214260816574097, 0.7151158452033997, -0.15876956284046173, 0.7484877705574036, -0.16127638518810272, 0.41750606894493103, -0.7802116870880127, 0.5881744623184204, -0.008319271728396416, -1.5796316862106323]"
980,"[-1.3612509965896606, 0.2984260618686676, 1.0348159074783325, 0.03806475177407265, 2.0404083728790283, -1.3509395122528076, -1.22066330909729, -0.7297801971435547, 0.027869775891304016, -0.6938363909721375]"
990,"[0.35705071687698364, -0.09820344299077988, 0.40962010622024536, -0.36856845021247864, -0.5238348245620728, -0.21780946850776672, -0.5525446534156799, 0.7808995842933655, 0.5842272043228149, -0.21995028853416443]"
1000,"[-0.8209661841392517, 0.3158533275127411, 1.1012805700302124, -0.10216283798217773, 1.7141273021697998, -0.10674595087766647, -1.7027411460876465, 0.1632564663887024, 0.1992195099592209, -0.3027864992618561]"
1010,"[0.32333946228027344, 0.3034495711326599, 0.2677735686302185, -0.474307119846344, -0.17623373866081238, -0.18417522311210632, -0.6454192399978638, 0.7073535919189453, -0.6512945294380188, -0.4530029892921448]"
1020,"[0.48189613223075867, 0.30672115087509155, 0.11381707340478897, -0.7825092673301697, 0.13001058995723724, 0.12658242881298065, -0.044688254594802856, 0.623049259185791, -0.10679389536380768, -0.7721065878868103]"
1030,"[0.5865038633346558, 0.566889762878418, -0.09514643251895905, -0.5863092541694641, -0.08975394815206528, 0.3370356857776642, -0.2296699583530426, 0.670506477355957, -0.6512283086776733, -0.6889798045158386]"
1040,"[-0.3009326756000519, 1.0827301740646362, 0.6746318936347961, 0.15859737992286682, 0.7956787347793579, -0.32017451524734497, -0.7373238205909729, 0.8921784162521362, 0.88565593957901, -0.09029500931501389]"
1050,"[0.907749593257904, 0.4377424716949463, 0.45690155029296875, -0.20424073934555054, 0.1348852664232254, -0.42134997248649597, -0.5832743048667908, 0.23810850083827972, 0.6020420789718628, -0.7593753933906555]"
1060,"[0.3095090091228485, 0.19472768902778625, -0.37298914790153503, -0.030585819855332375, 0.14406375586986542, -0.8293420672416687, -0.31641292572021484, 0.3335375487804413, -0.3754670321941376, -0.8229712247848511]"
1070,"[0.16165870428085327, 0.4246542453765869, 0.07372719049453735, 0.05591220408678055, 0.2711133062839508, -0.38537707924842834, -0.21973055601119995, 0.39772140979766846, 0.002500211587175727, -0.5514706373214722]"
1080,"[0.32779961824417114, 1.0041019916534424, -0.37082767486572266, -0.2025465965270996, 0.14597655832767487, -0.49096041917800903, -0.11993736773729324, 0.30838242173194885, 0.145152747631073, -0.9486532807350159]"
1090,"[0.3605964779853821, 0.49658262729644775, -0.23947173357009888, -0.3225851356983185, 0.45945143699645996, -0.6729130148887634, -0.6523361206054688, 0.4525868594646454, -0.024800816550850868, -0.564144492149353]"
1100,"[0.051805220544338226, -0.3517530858516693, -0.22108568251132965, -0.7308070063591003, -0.2615939676761627, -0.3224283754825592, -0.2955141067504883, 0.15430724620819092, -0.05871479958295822, -0.822418212890625]"
1120,"[0.5320545434951782, 0.5748371481895447, -0.4827759563922882, -0.08013162761926651, 0.17515301704406738, -0.2651442289352417, -0.5892281532287598, 0.20462600886821747, 0.1435309797525406, -0.8717349171638489]"
1130,"[0.3314494490623474, 0.6366634964942932, 0.2051342874765396, -0.27719846367836, -0.7349935173988342, -0.14467331767082214, -1.2165213823318481, 0.25054511427879333, -0.13922345638275146, -0.5107453465461731]"
1150,"[0.18944722414016724, 0.8203902244567871, 0.2722267210483551, 0.22886641323566437, 0.21082967519760132, 0.0301616620272398, -0.33394697308540344, 0.7224803566932678, 0.23181679844856262, -0.9687744379043579]"
1160,"[-0.10374610126018524, 0.8022488951683044, 0.28654739260673523, 0.12114275991916656, -0.10345983505249023, -0.0026072096079587936, -0.20756469666957855, 1.0760201215744019, -0.3313569128513336, -0.7164565920829773]"
1170,"[1.1708847284317017, 0.6378263235092163, 0.3785439729690552, -1.0446807146072388, -0.17409159243106842, 0.4236541986465454, -1.01185142993927, 0.5601791739463806, 0.014190463349223137, 0.3821372091770172]"
1180,"[0.24375766515731812, 0.5024620890617371, 0.23796045780181885, -0.28838029503822327, 0.9087166786193848, -0.7165532112121582, 0.04608943685889244, 0.5757108330726624, -0.03179032355546951, -0.6239998936653137]"
1190,"[0.11628107726573944, 0.5411977767944336, -0.2556957006454468, 0.5817510485649109, -0.27978116273880005, -0.26859310269355774, -0.3368338346481323, 0.6966835856437683, 0.1250220537185669, -0.9665385484695435]"
1200,"[0.03228755667805672, 0.6324646472930908, 0.09711601585149765, -0.3486357033252716, 0.0005951120401732624, -0.7078402042388916, -0.7159998416900635, 0.004502372350543737, -0.04147132486104965, -0.942904531955719]"
1210,"[0.21021586656570435, 0.18790587782859802, 0.17670533061027527, -0.47805315256118774, 0.1948576122522354, -0.8711762428283691, -0.23412379622459412, 0.4569593667984009, -0.28579649329185486, -0.7052730321884155]"
1220,"[0.32716333866119385, 0.8704403638839722, -0.048387397080659866, -0.42658406496047974, -0.21425685286521912, -0.7461445927619934, -0.02196498028934002, 0.5704649090766907, -0.051989104598760605, -0.6588116884231567]"
1230,"[0.14475217461585999, 0.8680520057678223, -0.07321450859308243, 0.38925033807754517, 0.3888777494430542, -0.43052399158477783, -0.45090773701667786, 0.5128961801528931, -0.07917317003011703, -0.9133394956588745]"
1240,"[-0.012016369961202145, 0.5748088955879211, 0.08901387453079224, -0.6056686043739319, 0.2445395588874817, -0.6876564621925354, -0.6060818433761597, 0.23123088479042053, 0.07638875395059586, -0.7834931015968323]"
1250,"[0.1562921106815338, 0.5793987512588501, 0.4040375053882599, -0.12420497089624405, 0.3169054090976715, -0.6032418608665466, -0.5921803116798401, 0.736028254032135, -0.04013901948928833, -0.7041840553283691]"
1260,"[0.003507294924929738, 0.8103974461555481, 0.685204267501831, 0.3656904697418213, 0.12197034060955048, -0.4447426199913025, -0.5757716298103333, 0.26454874873161316, 0.2104899287223816, -1.107637882232666]"
1270,"[0.16442301869392395, 0.3420817255973816, 0.03775352984666824, -0.5791047811508179, 0.14241087436676025, -0.5162368416786194, -0.17243297398090363, 0.6474906206130981, -0.3002440929412842, -0.8101735711097717]"
1280,"[0.5242788195610046, 0.6948032975196838, -0.025066668167710304, 0.16374748945236206, 0.277152419090271, -0.2903030812740326, -0.353140264749527, 0.7485303282737732, 0.046168453991413116, -0.8150950074195862]"
1290,"[0.18573668599128723, 0.2830120027065277, 0.17662179470062256, -0.4721718430519104, -0.04994701221585274, -0.15937785804271698, 0.24468058347702026, 0.6169108748435974, 0.22206652164459229, -1.1645489931106567]"
1300,"[0.4724714756011963, 0.7115110754966736, 0.2264135628938675, 0.29767096042633057, 0.3034643828868866, -0.32417237758636475, -0.29473477602005005, 0.7302660942077637, 0.3012646436691284, -0.8399492502212524]"
1310,"[-0.5961626768112183, 0.070170097053051, -1.584797739982605, 0.2503992021083832, 1.279545545578003, 0.6880962252616882, -0.25475141406059265, 0.05135297030210495, 1.3167660236358643, -2.278770685195923]"
1320,"[0.024114035069942474, 0.35821112990379333, -0.2239270806312561, -0.26321959495544434, -0.43782660365104675, -0.2722649574279785, -0.43301674723625183, 0.4697432518005371, 0.7941256165504456, -0.7928904294967651]"
1330,"[0.5765562057495117, -0.03692695125937462, 0.24672949314117432, -0.3483238220214844, -0.04778531566262245, 0.43359488248825073, -0.431635320186615, 0.020773503929376602, -0.40209445357322693, -1.288649559020996]"
1340,"[0.30410778522491455, 1.1792820692062378, 0.8656885623931885, 0.011610935442149639, -0.1735534816980362, 0.1006166860461235, -0.8046742081642151, 0.2753106951713562, -0.0918474867939949, -0.9835575222969055]"
1350,"[0.10482165217399597, 0.690135657787323, -0.42704498767852783, -0.31710875034332275, -0.5183326005935669, -0.2604486644268036, -1.0466474294662476, 0.26232489943504333, -0.09129644930362701, -0.7728813886642456]"
1360,"[-0.4388427734375, 0.9962539076805115, -0.08906905353069305, 0.03930176421999931, -0.18375325202941895, -0.9653729200363159, -0.2854456901550293, 0.9941592216491699, 0.9709466099739075, -0.2703552842140198]"
1370,"[0.07688970863819122, 0.1515066772699356, -0.10872084647417068, -0.8390178680419922, 0.06547768414020538, -0.43054652214050293, -0.273275226354599, 0.4168406128883362, 0.14102458953857422, -0.7206069231033325]"
1380,"[-0.07740499824285507, 0.01649348996579647, -0.05080655962228775, -0.35905757546424866, 0.007789867930114269, 0.0767902284860611, -0.18211574852466583, 0.7904891967773438, -0.5421113967895508, -1.1600345373153687]"
1390,"[0.34948718547821045, 0.2432323843240738, 0.2655476927757263, -0.5196113586425781, -0.28745946288108826, -0.02054016850888729, -0.11701024323701859, -0.06264272332191467, -0.27988654375076294, -1.297806739807129]"
1410,"[0.07506171613931656, 0.05823647230863571, -0.42046058177948, -0.4978821873664856, 0.32630598545074463, 0.29486632347106934, 0.7747496366500854, 0.5425463318824768, 0.4773693084716797, -1.3425641059875488]"
