id,post_title,words
1337,mysql根据A表更新B表的方法,mysql 根据 更新 方法 最近 遇到 一个 需求 mysql 表都 id age 现在 读取 age 字段 update 对应 id age 字段 直接 想到 一种 方案 python 读取 获得 id age 形式 数据 然后 根据 每个 id age 依次 update 两个 分别 定义 数据 如下 定义 fieldtypecommentidint 11 namevarchar 20 ageint 11 数据 name1 02 name2 03 name3 04 name4 05 name5 0b 定义 fieldtypecommentidint 11 ageint 11 数据 112 213 314 415 51python 代码 实现 encoding utf8 author crazyant net 读取 id age 数据 然后 依次 更新 from common dbutil import dbdbutil db 127.0 0.1 3306 root test rs dbutil query select id age from table for row in rs idv age row print idv age update sql update table set age where id age idv print update sql dbutil update update sql print over 其实 一条 sql 语句 可以 搞定 代码 实在 简单 于是 网上 一下 mysql 不能 根据 一个 更新 一个 结果 发现 update 本身 支持 多个 更新 功能 update table table set table age table age where table id table id python 代码 显得 大炮 蚊子 多次 一举 转载 注明 来源 链接
1345,MySQL一条语句更新多个表的方法,mysql 一条 语句 更新 多个 方法 mysql 本身 支持 一条 update 语句 更新 多个 有时候 这是 非常 有用 一个 特性 multiple table syntaxupdate low priority ignore table references set col name1 expr1 default col name2 expr2 default ... where where condition pre 于是 继续 table references 说明 table references escaped table reference escaped table reference ... escaped table reference table reference oj table reference table reference table factor join tabletable factor tbl name as alias index hint table subquery as alias table references 可以 看到 update 关键词 可以 多个 每个 可以 个子 查询 可以 join 语句 一个 尝试 一篇 文章 已经 用到 语法 update table table set table age table age where table id table id 语句 table 可以 换成 查询 join 子句 比如 update table select id age from table as tb set table age tb age where table id tb id mysql update 官方 文档 http dev mysql com doc refman 5.0 en update html 转载 注明 来源 链接
1355,MySQL数据导入导出实例教程手册,mysql 数据 导入 导出 实例教程 手册 mysqldump mysql 自带 一个 数据 导入 导出 工具 官方 注释 shell mysqldump options db name tbl name ... shell mysqldump options -- databases db name ... shell mysqldump options -- all databases 使用 mysqldump 命令 整个 数据库 导出 mysqldump 127.0 0.1 3306 root p123456 crazyant -- skip lock tables crazyant sql 其中 后面 主机名 后面 端口号 后面 用户名 后面 密码 crazyant 导出 数据库 由于 导出 过程 出现 这个 错误 mysqldump got error 1044 access denied for user root 127.0 0.1 to database crazyant when using lock table 所以 最后 加上 -- skip lock tables 这个 选项 没有 错误 mysqldump 命令 导出 设定 需要 导出 有时候 一个 数据库 中有 一些 我们 不想 导出 这时候 可以 使用 mysqldump -- ignore table 命令 设定 过滤 参数 用法 如下 -- ignore table name do not dump the specified table to specify more than one table to ignore use the directive multiple times once for each table each table must be specified with both database and table names -- ignore table database table 可以 看出 用法 -- ignore table database table 每次 只能 指定 一个 如果 指定 多个 选项 需要 多次 使用 实例 mysqldump 127.0 1.1 3306 root p123456 crazyant -- skip lock tables -- ignore table crazyant table1 -- ignore table crazyant table2 -- ignore table crazyant table3 -- ignore table crazyant table4 crazyant sql 使用 mysqldump 命令 导出 个表 指定 方法 可以 mysqldump database 后面 跟上 导出 导出 单个 mysqldump 127.0 0.1 3306 root p123456 -- skip lock tables crazyant table dump table sql 可以 多个 导出 空格 分开 它们 即可 mysqldump 127.0 0.1 3306 root p123456 -- skip lock tables crazyant table table dump two tables sql 可以 看出 只要 database name tablename1 tablename2 tablename3 方式 写出 导出 数据库 即可 使用 mysqldump 命令 导出 结构 方法 mysqldump 还有 一个 选项 能够 导出 结构 导出 内容 -- no data no row information 使用 实例 mysqldump -- opt 127.0 0.1 3306 root p123456 crazyant -- skip lock tables 使用 source 命令 导入 数据 使用 mysql source 命令 可以 mysqldump 导出 结果 直接 load 数据表 里面 使用 方法 如下 mysql 127.0 1.1 3306 root p123456mysql use crazyant mysql source home crazyant net mysqldump crazyant sql 这样 完成 导入 如果 全量 导入 有时候 必要 使用 truncate table 方式 数据 清空 总结 使用 mysql 自带 mysqldump source 命令 能够 方便 数据库 数据 导出 能够 导出 数据 导入到 库中 mysqldump 官方 文档 地址 http dev mysql com doc refman 5.1 en mysqldump html 转载 注明 来源 http crazyant net mysql 1355 html
1372,chrome自动刷新网页插件：Auto Refresh Plus,chrome 自动 刷新 网页 插件 auto refresh plus hadoop 执行 进度 日志 网页 上能 查看 为了 想要 查看 最新 进展 经常 需要 页面 刷新 看到 最新 数据 于是 一直 就是 f5 刷新 刷新 今天 想到 应该 现成 插件 能够 使用 chrome 应用 商店 里面 搜索 refresh 看到 这么 扩展 程序 auto refresh plus 使用 方法 设定 刷新 时间 间隔 start 按钮 自动 时间 刷新 网页 设定 一下 刷新 时间 然后 start 网页 一直 时间 进行 刷新 非常 好用 转载 注明 来源 http crazyant net 1372
1390,Python内置函数map、reduce、filter在文本处理中的应用,python 内置 函数 map reduce filter 文本处理 应用 文件 很多 组成 这些 组成 一个 列表 python 提供 处理 列表 有用 三个 函数 map reduce filter 因此 文本处理 可以 使用 三个 函数 达到 代码 更加 精简 清晰 这里 map reduce python 内置 函数 hadoop map reduce 函数 没有 关系 不过 使用 目的 有点 类似 map 函数 预处理 reduce 函数 一般 聚合 map reduce filter 文本处理 使用 下面 一个 文本文件 内容 列是 id 列是 权重 我们 目标 获取 所有 id 奇数 这些 权重 翻倍 最后 返回 权重 总和 id 键值 权重 1name1value1112name2value2123name3value3134name4value4145name5value5156name6value6167name7value7178name8value8189name9value91910name10value1020 使用 filter map reduce 函数 代码 如下 coding utf8 created on 2013 12 15 author www crazyant net import pprintdef read file file path 读取 文件 一行 分割 返回 列表 with open file path as fp for line in fp fields line split yield fields fp close def is even lines fields 判断 该行 是否 第一列 数字 偶数 return int fields 0def double weights fields 一行 权重 这一字 翻倍 fields int fields return fieldsdef sum weights sum value fields 累加 数字 数字 sum value 上面 返回 sum value sum value int fields return sum valueif __ name __ __ main __ 读取 文件 所有 file lines for in read file test data print 文件 原始 pprint pprint file lines print ---- 过滤 id 偶数 odd lines filter is even lines file lines print 过滤 id 偶数 pprint pprint odd lines print ---- 每行 权重 翻倍 double weights lines map double weights odd lines print 每行 权重 翻倍 pprint pprint double weights lines print ---- 计算 所有 权重 由于 传给 sum 函数 每个 元素 一个 列表 所以 需要 提供 累加 初始值 这里 指定 sum val reduce sum weights double weights lines print 计算 每行 权重 综合 print sum val 运行 结果 文件 原始 name1 value1 11 name2 value2 12 name3 value3 13 name4 value4 14 name5 value5 15 name6 value6 16 name7 value7 17 name8 value8 18 name9 value9 19 10 name10 value10 20 ---- 过滤 id 偶数 name2 value2 12 name4 value4 14 name6 value6 16 name8 value8 18 10 name10 value10 20 ---- 每行 权重 翻倍 name2 value2 24 name4 value4 28 name6 value6 32 name8 value8 36 10 name10 value10 40 ---- 计算 每行 权重 综合 160 map reduce filter 函数 特点 filter 函数 列表 参数 返回 满足条件 元素 组成 列表 类似 sql where 1map 函数 列表 参数 每个 元素 处理 返回 这些 处理 元素 组成 列表 类似 sql select 2reduce 函数 列表 参数 列表 进行 累计 汇总 平均 聚合 函数 类似 sql select sum average 这些 函数 官方 解释 map function iterable ... apply function to every item of iterable and return list of the results if additional iterable arguments are passed function must take that many arguments and is applied to the items from all iterables in parallel if one iterable is shorter than another it is assumed to be extended with none items if function is none the identity function is assumed if there are multiple arguments map returns list consisting of tuples containing the corresponding items from all iterables kind of transpose operation the iterable arguments may be sequence or any iterable object the result is always list reduce function iterable initializer apply function of two arguments cumulatively to the items of iterable from left to right so as to reduce the iterable to single value for example reduce lambda calculates the left argument is the accumulated value and the right argument is the update value from the iterable if the optional initializer is present it is placed before the items of the iterable in the calculation and serves as default when the iterable is empty if initializer is not given and iterable contains only one item the first item is returned roughly equivalent to def reduce function iterable initializer none it iter iterable if initializer is none try initializer next it except stopiteration raise typeerror reduce of empty sequence with no initial value accum value initializerfor in it accum value function accum value return accum value filter function iterable construct list from those elements of iterable for which function returns true iterable may be either sequence container which supports iteration or an iterator if iterable is string or tuple the result also has that type otherwise it is always list if function is none the identity function is assumed that is all elements of iterable that are false are removed note that filter function iterable is equivalent to item for item in iterable if function item if function is not none and item for item in iterable if item if function is none see itertools ifilter and itertools ifilterfalse for iterator versions of this function including variation that filters for elements where the function returns false 参考资料 http docs python org library functions htmlhttp www oschina net code snippet 111708 16145 转载 注明 来源 http crazyant net 1390 html
1397,Python批量重命名文件的方法,python 批量 重命名 文件 方法 用到 os 两个 接口 列出 文件夹 所有 文件 包含 目录 os listdir path return list containing the names of the entries in the directory given by path the list is in arbitrary order it does not include the special entries and .. even if they are present in the directory availability unix windows changed in version 2.3 on windows nt 2k xp and unix if path is unicode object the result will be list of unicode objects undecodable filenames will still be returned as string objects2 文件 进行 重命名 os rename src dst rename the file or directory src to dst if dst is directory oserror will be raised on unix if dst exists and is file it will be replaced silently if the user has permission the operation may fail on some unix flavors if src and dst are on different filesystems if successful the renaming will be an atomic operation this is posix requirement on windows if dst already exists oserror will be raised even if it is file there may be no way to implement an atomic rename when dst names an existing file availability unix windowsimport osdirpath workbench crazyant net myfiles for fname in os listdir dirpath newfname fname newfpath dirpath newfname oldfpath dirpath fname os rename oldfpath newfpath 其实 就是 os listdir 读取 里面 所有 文件 然后 os rename 进行 文件 重命名 即可 实现 python os 模块 官方 介绍 http docs python org library os html 转载 注明 来源 http crazyant net 1397 html
1404,HIVE的几个使用技巧,hive 几个 使用 技巧 小表 大表 如果 很小 mapjoin join 时候 小表写 join 前面 这样 hive 小表 载入 内存 然后 扫描 大表 如果 足够 使用 map join 设定 map 并发 保证 一次 map 结束 根据 输入 数据量 估计 reduce tasks 数目 根据 运行 中间 数据 情况 修正 http superlxw1234 iteye com blog 15828803 临时 表能 提升 计算速度 处理 海量 数据 我们 通常 很多 大表 进行 操作 基于 hadoop 现在 局限性 不能 分布式 并行 数据库 那样 分布式 环境 利用 数据 局部性 hadoop 对于 大表 只能 全表 扫描 筛选 数据 一次 对大表 扫描 苦不堪言 最后 知道 真相 眼泪 掉下来 所以 我们 用到 编码 经常 用到 重构 技巧 提取 公共 变量 hive 就是 创建 临时 union all 数据 对齐 使用 支持 top level 以及 各个 select 字段名 属性 必须 严格 一致 hive 支持 数据库 查询 比如 database arch table1 database algo table2 进行 joina 可以 只要 用户 两张 select 权限 即可 用户 需要 database table 方式 指定 数据库 hive 支持 本地 执行 模式 数据量 时候 本地 执行 提交 集群 执行 效率 提升 很大 set hive exec mode local auto true 默认 false 一个 job 满足 如下 条件 才能 真正 使用 本地 模式 job 输入 数据 大小 必须 小于 参数 hive exec mode local auto inputbytes max 默认值 128mb job map 处理 文件 大于 参数 hive exec mode local auto input files max 默认值 job reduce 必须 或者 不管 用户 设置 还是 系统 推测 出来 参数 hive mapred local mem 默认 设置 local mode mapper reducer task jvm heap size7 null 数字 相加 问题 sum shop gmvcount gmvcount new auc shop gmvcount spu gmv cnt gmv cnt 这样 统计 结果 shop gmvcount null 即使 后面 gmvcount new 不为 null 那么 总计 结果 这个 计算 仍然 null 修改 方法 采用 sum coalesce shop gmvcount cast as bigint coalesce gmvcount new cast as bigint 这样 方式 coalesce 函数 类似 oracle 数据库 里面 nvl 参考 文章 hive 多维 统计分析 应用 技巧 总结 http my oschina net leejun2005 blog 121945hive 本地 mrhttp superlxw1234 iteye com blog 1703546hive 优化 ------ 控制 hive 任务 map reduce http superlxw1234 iteye com blog 1582880hive tipshttp blog hesey net 2012 04 hive tips html 本文 收集 网络 转载 注明 来源 http crazyant net 1404 html
1409,[转]Hive中对group结果分组取limit N值的实现,hive group 结果 分组 limit 实现 转载 引言 数据处理 遇到 全国 各个 省份 效果 数据 排序 limit 100 需求 hive 自带 功能 无法 实现 网上 文章 方法 直接 拷贝 过来 实现 其中 代码 复制 过来 可以 maven 打成 jar 然后 hive 即可 使用 观察 代码 可以 看出 由于 各个 分组 top 数据 因此 可以 先用 distribute sort 进行 数据 分区 排序 各个 reduce 节点 由于 运行 单个 jvm 虚拟机 所以 java 类中 使用 static 变量 即可 进行 整个 处理过程 数据共享 于是 comparedcolumn 字符串 数组 用来 记录 一组 key 同时 rownum 记录 一组 最大 标记 最终 使用 数字 标记 数字 比较 取出 group limit 数目 背景 假设 一个 学生 各门 成绩 表单 应用 hive 取出 成绩 100 学生 成绩 这个 就是 典型 分组 top 需求 解决 思路 对于 取出 成绩 100 学生 成绩 针对 学生 成绩表 根据 学科 成绩 order by 排序 然后 排序 成绩 执行 自定义 函数 row number 必须 一个 或者 多个 参数 row number col1 .... 作用 指定 进行 分组 生成 序列 row number 两条 记录 相同 序列 否则 重新 计数 只要 返回 row number 返回值 小于 100 成绩 记录 可以 返回 每个 单科 成绩 一百 学生 解决 过程 成绩表 结构 create table score table subject string student string score int partitioned by date string 如果 查询 2012 每科 成绩 100 学生 成绩 sql 如下 create temporary function row number as com blue hive udf rownumber select subject score student from select subject score student from score where dt 2012 order by subject socre desc order scorewhere row number subject 100 com blue hive udf rownumber 自定义 函数 函数 作用 指定 进行 分组 生成 序列 这里 根据 每个 科目 所有 成绩 生成 序列 序列 开始 自增 假设 成绩表 记录 如下 物理 80 张三 数学 100 李一 物理 90 张二 数学 90 李二 物理 100 张一 数学 80 李三 ..... 经过 order by 全局 排序 记录 如下 物理 100 张一 物理 90 张二 物理 80 张三 ..... 数学 100 李一 数学 90 李二 数学 80 李三 .... 接着 执行 row number 函数 返回值 如下 科目 成绩 学生 row number 物理 100 张一 物理 90 张二 物理 80 张三 ..... 数学 100 李一 数学 90 李二 数学 80 李三 .... 因为 hive 基于 mapreaduce 必须 保证 row number 执行 reducer 执行 上述 语句 保证 成绩表 记录 按照 科目 成绩 全局 排序 然后 reducer 执行 row number 函数 如果 map 执行 row number 那么 结果 错误 查看 row number 函数 map 还是 reducer 执行 可以 查看 hive 执行 计划 create temporary function row number as com blue hive udf rownumber explain select subject score student from select subject score student from score where dt 2012 order by subject socre desc order scorewhere row number subject 100 explain 不会 执行 mapreduce 计算 只会 显示 执行 计划 只要 row number 函数 reducer 执行 除了 使用 order by 全局 排序 配合 可以 使用 distribute by sort by distribute by 可以 相同 科目 成绩 记录 发送到 同一个 reducer sort by 可以 reducer 记录 排序 使用 order by 全局 排序 只有 一个 reducer 未能 充分利用 资源 相比之下 distribute by sort by 这里 性能 优势 可以 多个 reducer 排序 row number 计算 sql 如下 create temporary function row number as com blue hive udf rownumber select subject score student from select subject score student from score where dt 2012 distribute by subject sort by subject asc socre desc order scorewhere row number subject 100 如果 成绩 学院 字段 college 找出 学院 单科 成绩 一百 学生 解决 方法 如下 create temporary function row number as com blue hive udf rownumber explain select college subject score student from select college subject score student from score where dt 2012 order by college asc subject asc socre desc order scorewhere row number college subject 100 如果 成绩 学院 字段 college 找出 学院 总成绩 一百 学生 解决 方法 如下 create temporary function row number as com blue hive udf rownumber explain select college totalscore student from select college student sum score as totalscore from score where dt 2012 group by college student order by college asc totalscore desc order scorewhere row number college 100 row number 源码 函数 row number 必须 一个 或者 多个 参数 row number col1 .... 作用 指定 进行 分组 生成 序列 row number 两条 记录 相同 序列 否则 重新 计数 package com blue hive udf import org apache hadoop hive ql exec udf public class rownumber extends udf private static int max value 50 private static string comparedcolumn new string max value private static int rownum public int evaluate object ... args string columnvalue new string args length for int args length ++ columnvalue args tostring if rownum for int columnvalue length ++ comparedcolumn columnvalue for int columnvalue length ++ if comparedcolumn equals columnvalue for int columnvalue length ++ comparedcolumn columnvalue rownum return rownum ++ return rownum ++ 编译 打包 一个 jar usr local hive udf blueudf jar 然后 hive shell 使用 如下 add jar usr local hive udf blueudf jar create temporary function row number as com blue hive udf rownumber select subject score student from select subject score student from score where dt 2012 order by subject socre desc order scorewhere row number subject 100 转自 http www cnblogs com ggjucheng archive 2013 01 30 2868993 html 本文 地址 http crazyant net 1409 html
1413,《大数据时代》是一部科幻小说,数据 时代 一部 科幻小说 虽然 一直 使用 hadoop hive 技术 处理 级别 数据 认为 自己 属于 数据 领域 然而 对于 什么 数据 一直 模糊 概念 自己 处理 级别 数据 感觉 hadoop 技术 其实 就是 分布式计算 演变 不是 什么 新奇 事物 然而 最近 数据 时代 一书 作者 思维 商业 风险 掌控 方面 对大 数据 给出 自己 独特 见解 其中 有些 观点 有些 匪夷所思 然而 毕竟 作者 自己 看法 新颖 不是 随机样本 而是 全体 数据 数据 时代 来临 一切 数据 全体 数据 比如 之前 我们 统计 春运期间 哪里 车站 或者 乘客 流量 趋势 只能 通过 人工 方式 采样 几个 地区 车站 统计 人流量 然后 整体 情况 作出 预测 如今 通过 手机 gps 定位 百度 能够 收集 任何 一个 所在 位置 使用 最全 位置 信息 绘制 所有 流动 情况 正是 因为 目前 存储 能力 廉价 磁盘 计算能力 hadoop 计算技术 兴起 大幅 改进 带来 变革 只要 检测 数字化 存储 然后 分析 其中 规律 或者 预测 其中 蕴含 趋势 通过 获取 全量 数据 不是 局部 采样 能够 得到 全面 不留 任何 死角 信息 得到 决策 判断 更加 准确 往往 揭示 限于 局部 无法 察觉 规律 一叶障目 不见泰山 不识庐山真面目 只缘身在此山中 这些 人们 往往 由于 视野 见识 限制 无法 看到 事情 全貌 从而 做出 局限性 局部性 判断 认识 现在 如果 看到 整个 泰山 看到 庐山 全面 那么 人们 看到 可能 只是 雄伟 可能 还有 趋势 变迁 数据 人类 威胁 作者 一个 例子 未来 通过 数据 能够 预测 一个 人会 一周 犯罪 几率 然后 警察 提前 逮捕 此人 甚至 定罪 因为 通过 出行 电话 购物 行为表现 各种 信息 数据 发现 某种 犯罪 特征 极为 相近 判定 其要 犯罪 几率 非常 得出结论 看到 这里 倒像 感觉 作者 一部 科幻小说 未来 政府 可能 需要 一个 数据中心 一方面 通过 互联网 摄像头 传感器 刷卡 消费 记录 各种 信息 收集 几乎 方方面面 每个 所有 数据 另一方面 能够 建立 各种 犯罪 治安 暴力 事情 特征 通过 每个 行为 特征 对比 政府 能够 判定 这个 是否 将来 犯罪 是否 会酒 是否 逃税 从而 加重 这个 监控 甚至 起来 审问 为什么 将来 邻居 王小二 西瓜 商业 领域 同样 建立 每个 消费 数据 习惯 洗好 信息 一天 洗发水 出门 打开门 发现 货到付款 快递 已经 楼下 应该 感到 恐怖 还是 应该 高兴 作者 倒像 一个 科幻小说 构想 这么 一副 宏达 未来 世界 之后 防范措施 法律 指定 反垄断 实际 方案 进行 阐述 信誓旦旦 提到 未来 应该 制定 法律 应该 保护 人类 自由选择 行为 负责 权利 不能 过分 相信 数据 判定 某人 可能 有罪 结论 荒诞 有趣 自圆其说 实在 了不起 本书 真的 感觉 其实 有所 突出 就要 提出 自己 想法 哪怕 这个 想法 荒诞 错误 但是 只要 自己 想法 就要 敢于 提出 数据 技能 发展 作者 有些 观点 赞同 提到 目前 来说 数据 领域 兴起 阶段 因此 相当 一段时间 内大 数据 分析师 算法 人才 极为 稀缺 职位 同时 数据 技能 很快 发展 但是 非常 重要 技术 然而 随着 时间 发展 技术 不是 门槛 因为 各种 数据 教程 出现 并且 熟练掌握 这种 技术 人会 越来越 技术 变得 越来越 不值钱 一直 价值 不会 降低 数据 因为 数据 存放 时间 即使 很长 由于 分析 挖掘 想法 出现 这些 数据 蕴含 金矿 一次次 重复性 发现 出来 联系 个人 发展 首先 自己 数据 技能 目前 限于 简单 处理 没有 涉及 分析 挖掘 内涵 发现 规律 领域 涉足 数据 领域 只会 文本 分析 简单 处理 不够 需要 继续 深入 分析 领域 只是 表层 技术 而是 机器 学习 数据挖掘 领域 探索性 技术 或者 将来 可以 拥兵自重 数据 中间人 方式 谋生 比如 数据 采集 存储 整合 领域 活生生 例子 微博 同学 数据 采集 自游 职业 拿来 买卖 数据 不是 技能 换句话说 之前 金子 不是 挖矿 技能 总的来说 本书 一个 认为 处于 数据 领域 其实 只是 边缘化 来说 一些 见识 懂得 什么 数据 数据 究竟 以为 什么 为什么 数据 到底 带来 什么 变化 思想 提升 才能 带来 现实 改变 作者 毫无 束缚 天马行空 思想 感觉 确实 一个 广阔 天地 发挥 空间 非常 转载 注明 链接 http crazyant net 1413 html
1423,MapReduce文件切分个数计算方法,mapreduce 文件 切分 个数 计算方法 hadoop mapreduce 计算 第一个 阶段 inputformat 处理 文件 进行 切分 然后 每个 切分 传递 每个 map 任务 执行 本文 阐述 切分 个数 就是 map 任务 数目 计算方法 hadoop 首先 计算 每个 切分 大小 然后 使用 文件 大小 每个 切分 大小 决定 划分 总数 如果 不足 一个 切分 大小 当做 org apache hadoop mapred fileinputformat 给出 计算 每个 划分 大小 方法 protected long computesplitsize long goalsize long minsize long blocksize return math max minsize math min goalsize blocksize 其中 几个 变量 解释 如下 blocksize hdfs 存储 基本 单元 默认 64mb 或者 128mb minsize 用户 设置 最小 切分 大小 配置 项为 mapred min split size goalsize 计算公式 文件 大小 用户 设定 map 任务 个数 用户 间接 期望 大小 由此 可以 推断出 选定 策略 划分 大小 blocksize blocksize 小于 用户 期望 大小 用户 设定 最小值 也就是说 如果 用户 设定 最小值 太小 的话 使用 block size 作为 划分 大小 划分 大小 goalsize 用户 设定 map 任务 数目 那么 即使 出来 划分 大小 block size 使用 这个 时候 出现 两个 用户 设定值 最小值 期望值 hadoop 选择 两者 中大 那个 划分 大小 minsize 如果 用户 期望 还有 blocksize 用户 设定 最小值 那么 使用 这个 最小值 针对 几个 用户 可以 根据 输入 数据 情况 合理 设置 mapred min split size map tasks size 实现 优化 inputsplit blocksize 相同 非常 一种 方法 因为 需要 拆分 block 文章 地址 http crazyant net 1423 html
1426,Java使用lombok自动生成getter和setter方法,java 使用 lombok 自动 生成 getter setter 方法 lombok 可帮 编译 自动 生成 getter setter 方法 所以 我们 无需 编写 占据 很大 篇幅 getter setter 方法 下图 效果 明白 地址 http www projectlombok org download html
1428,MySQL 查看数据库中每个表占用的空间大小,mysql 查看 数据库 每个 占用 空间 大小 转自 http www oschina net question 12 36731 进去 指定 schema 数据库 存放 其他 数据库 信息 mysql use information schema database changed2 查询 所有 数据 大小 mysql select concat round sum data length 1024 1024 mb as data from tables +-----------+ data +-----------+ 6674.48 mb +-----------+ row in set 16.81 sec 查看 指定 数据库 实例 大小 比如说 数据库 forexpertmysql select concat round sum data length 1024 1024 mb as data from tables where table schema forexpert +-----------+ data +-----------+ 6542.30 mb +-----------+ row in set 7.47 sec 查看 指定 数据库 大小 比如说 数据库 forexpert member mysql select concat round sum data length 1024 1024 mb as data from tables where table schema forexpert and table name member +--------+ data +--------+ 2.52 mb +--------+ row in set 1.88 sec
1437,Hive使用TRANSFORM运行Python脚本总结,hive 使用 transform 运行 python 脚本 总结 python 环境 设置 可以 使用 add cachearchive 方法 tar gz 添加 分布式 缓存 hive 自动 解压 压缩包 但是 目录名 压缩包 名称 一样 add cachearchive env my workbench share python2.7 tar gz -- 这样 使用 using python2.7 tar gz bin python my py 一定 使用 distribute by 或者 cluster by 如果 加上 两个 关键词 那么 数据 分发 机器 如果 数据量 执行 很慢 但是 hive 0.8 一个 问题 distribute by cluster by 后面 只能 如果 多列 报错 如果 数据量 并且 数据 不能 拆分 只能 设置 mapred reduce tasks 如果 数据 可以 满足 结合律 那么 使用 查询 外面 聚合 一下 可以 解决 只能 问题 每个 python 脚本 不是 执行 reduce 所有 数据 每个 reducer 机器 很多 maper 机器 上取 数据 过来 之后 合并 一定 合并 文件 而会 因此 即使 设置 mapred reduce tasks 数值 python 程序 启动 进程 执行 每个 分片 执行 完毕 汇总 数据 也就是说 reducer 每个 python 脚本 启动 进程 处理 不同 数据 分片 -- 这个 问题 好久 仔细分析 结果 数据 发现 多么 领悟 self join 非常 耗时间 尤其 关联 规则 运算 时候 开始 启动 一个 self join 这样 tablea join tablea on id id join tablea on id id 这个 程序 很小 数据量 运行 小时 表示 极度 郁闷 然后 改进 tablea 数据表 直接 增加 id id 数值 两个 冗余 然后 改写 tablea join tablea on id id join tablea on id id 运行 时间 有所 减少 但是 还是 非常 运行 几十分钟 kill 真不知道 hive 怎么 实现 这个 语句 实在 办法 只好 hive 调用 transform python 脚本 使用 distribute by id 进行 分发 然后 每个 节点 每个 python 运行 两边 扫描 第一步 id key 数据 全部 存入 词典 内存 幸好 没爆 第二步 扫描 第一步 词典 取出 每个 id 直接 词典 中取 id id 数据 输出 这样 改进 非常 杀鸡 牛刀 真是 浪费资源 hive 为什么 self join 如此 耗时 真是 理解 本文 链接 http crazyant net 1437 html
1440,把HIVE程序优化30倍的经验,hive 程序 优化 30 经验 今天 遇到 一个 hive 需求 输入 只有 大概 160mb 需要 引用 一些 字典 文件 然后 输出 70 数据 典型 复杂 计算 由于 hive 无法 单独 实现 采用 transform python 脚本 实现 开始 map tasks 设置 结果 运行 40 分钟 结束 以下 一些 改进 过程 修改 mapred map tasks 无法 实现 修改 map tasks 数目 目的 迂回 办法 输入 数据 进行 分片 输入 数据 分片 87 这样 任务 map tasks 数目 变成 87 速度 大为 提升 每个 机器 处理 速度 减慢 输入 数据 按照 distribute by 如果 这样 那么 每个 机器 分到 数据 平均 导致 一些 聚合 操作 无法 减少 存储量 事先 输入 数据 进行 distribute by 分片 单个 机器 聚合 效果 非常 python 代码 优化 数据结构 由于 python 代码 需要 遍历 所有 数据 所以 最好 不要 每个 行都 查询 很多 词典 多次 相同 查询 保存 下来 共用 结果 数据 同时 key 词典 优化 dict 形式 这样 查询 效率高 并且 内存 增加 日志 跟踪 hadoop 脚本 可以 sys stderr 输出 一些 错误 日志 这样 不会 干扰 结果 数据 但是 保存 日志 记录 比如 写个 这样 函数 def logger msg curr time time strftime -% -% time localtime time time sys stderr write str curr time str msg 能够 记录时间 自己 想要 跟踪 信息 本文 地址 http crazyant net 1440 html
1451,向Hive程序传递变量的三种方法,hive 程序 传递 变量 三种 方法 外部 hive 程序 传递 变量 方法 使用 hive 编写程序 常用 方法 hive 语句 文件 然后 使用 hive filename hql 批量 执行 查询 语句 经常 需要 外部 参数 传入 hql 语句 替换 其中 变量 动态 执行 任务 比如 动态 设定 数据库 表名 时间 序列 变量 达到 脚本 泛化 执行 目的 方法 字符串 正则 模板 引擎 暴力 方式 替换 简单 暴力 方式 hql 文件 设定 table name 这样 变量 占位 然后 使用 调度 程序 比如 shell python java 语言 读取 整个 hql 文件 一个 字符串 替换 其中 变量 然后 使用 hive cmd str 执行 hive 命令 字符串 举例 代码 表格 表格 所示 表格 hive ql 文件 内容 use test select from student limit limit count 表格 python 脚本 读取 替换 执行 hive 程序 import os step1 读取 query ql 整个 文件 内容 ql source open query ql read step2 替换 其中 占位 变量 ql target ql source replace limit count 10 step3 使用 hive 方法 执行 替换 hql 语句 序列 os system hive ql target 方法 使用 系统 变量 或者 环境变量 通常 情况 使用 shell 调度 执行 hive 程序 hive 提供 可以 直接 读取 系统 env system 变量 方法 表格 所示 表格 使用 env system 读取 外部 环境变量 use test -- 使用 env varname 方法 读取 shell export 变量 select from student limit env limit count -- 使用 system varname 方法 读取 系统 变量 select system home as my home from student 这种 方式 比较 比如 shell 可以 配置 整个 项目 各种 路径 变量 hive 程序 使用 env 可以 直接 读取 这些 配置 方法 执行 hive 命令 传入 hivevar hiveconf 方法 hive 命令 执行 hive 程序 传递 命令行 参数 使用 hivevar hiveconf 两种 参数 选项 该次 执行 传入 外部 变量 其中 hivevar 专门 提供 用户 自定义 变量 hiveconf 包括 hive site xml 配置 hive 全局变量 表格 hivevar hiveconf 传递 变量 方法 hive hivevar file hive hivevar tbname hivevar count 10 filename hql hive hivevar cmd hive hivevar tbname hivevar count 10 select from hivevar tbname limit hivevar count hive hiveconf file hive hiveconf tbname hiveconf count 10 filename hql hive hiveconf cmd hive hiveconf tbname hiveconf count 10 select from hivevar tbname limit hivevar count 经常 使用 env hivevar 方法 前者 直接 hive 脚本 读取 shell export 变量 后者 脚本 当前 执行 进行 参数设置 本文 地址 http crazyant net 1451 html
