user_id,user_embedding
106,"0.0,0.0,0.60099316,0.0,1.187989,0.05064915,0.0,0.0"
107,"0.0,0.0,0.7282353,0.0,0.7960206,0.047794145,0.0,0.0"
108,"0.0,0.0,0.7518448,0.0,0.6792239,0.04746795,0.0,0.0"
109,"0.0,0.0,0.65836245,0.0,0.99402964,0.049498253,0.0,0.0"
110,"0.0,0.0,0.7627887,0.0,0.60668516,0.047440227,0.0,0.0"
111,"0.0,0.0,0.5825296,0.0,1.2585015,0.051392935,0.0,0.0"
112,"0.0,0.0,0.62426376,0.0,1.106607,0.05029516,0.0,0.0"
113,"0.0,0.0,0.5278584,0.0,1.510081,0.05260481,0.0,0.0"
114,"0.0,0.0,0.6827574,0.0,0.87840724,0.04900183,0.0,0.0"
115,"0.0,0.0,0.54724646,0.0,1.4345944,0.051872775,0.0,0.0"
116,"0.0,0.0,0.58887815,0.0,1.2582221,0.05105747,0.0,0.0"
117,"0.0,0.0,0.6987937,0.0,0.87250805,0.048506558,0.0,0.0"
118,"0.0,0.0,0.661374,0.0,1.0107993,0.04935323,0.0,0.0"
119,"0.0,0.0,0.6160759,0.0,1.1537282,0.050222848,0.0,0.0"
120,"0.0,0.0,0.589049,0.0,1.2394197,0.05116309,0.0,0.0"
121,"0.0,0.0,0.54877955,0.0,1.4178413,0.05192516,0.0,0.0"
122,"0.0,0.0,0.7207599,0.0,0.8043138,0.04802611,0.0,0.0"
123,"0.0,0.0,0.5918888,0.0,1.23213,0.05097559,0.0,0.0"
124,"0.0,0.0,0.64937645,0.0,1.0718753,0.04947122,0.0,0.0"
125,"0.0,0.0,0.58275414,0.0,1.2915154,0.050990105,0.0,0.0"
126,"0.0,0.0,0.6260389,0.0,1.1047723,0.050229542,0.0,0.0"
127,"0.0,0.0,0.5243058,0.0,1.5534755,0.052497283,0.0,0.0"
128,"0.0,0.0,0.65268016,0.0,1.0496004,0.049427636,0.0,0.0"
129,"0.0,0.0,0.587607,0.0,1.240381,0.05110403,0.0,0.0"
130,"0.0,0.0,0.63190603,0.0,1.1002254,0.0500529,0.0,0.0"
131,"0.0,0.0,0.6824177,0.0,0.91908205,0.04889151,0.0,0.0"
132,"0.0,0.0,0.46286,0.0,1.7855504,0.0540281,0.0,0.0"
133,"0.0,0.0,0.5573844,0.0,1.380409,0.051731832,0.0,0.0"
134,"0.0,0.0,0.69512695,0.0,0.8787515,0.048552047,0.0,0.0"
135,"0.0,0.0,0.5954245,0.0,1.2233791,0.050876155,0.0,0.0"
136,"0.0,0.0,0.7962902,0.0,0.51497585,0.04684441,0.0,0.0"
137,"0.0,0.0,0.7144099,0.0,0.8509636,0.048090238,0.0,0.0"
138,"0.0,0.0,0.5905621,0.0,1.2259498,0.051091287,0.0,0.0"
139,"0.0,0.0,0.5659691,0.0,1.3277631,0.051724076,0.0,0.0"
140,"0.0,0.0,0.57230884,0.0,1.3039527,0.051608607,0.0,0.0"
141,"0.0,0.0,0.68639964,0.0,0.89880776,0.048735876,0.0,0.0"
142,"0.0,0.0,0.6046096,0.0,1.1770555,0.05079902,0.0,0.0"
143,"0.0,0.0,0.62567157,0.0,1.1241343,0.050174534,0.0,0.0"
144,"0.0,0.0,0.7502632,0.0,0.7074254,0.04735996,0.0,0.0"
145,"0.0,0.0,0.8036882,0.0,0.51657414,0.046545636,0.0,0.0"
146,"0.0,0.0,0.61459684,0.0,1.1261814,0.050447498,0.0,0.0"
147,"0.0,0.0,0.69261104,0.0,0.88132834,0.04866976,0.0,0.0"
148,"0.0,0.0,0.49445426,0.0,1.6761203,0.0530473,0.0,0.0"
149,"0.0,0.0,0.5602857,0.0,1.3423307,0.05180926,0.0,0.0"
150,"0.0,0.0,0.59390056,0.0,1.2365098,0.050856292,0.0,0.0"
151,"0.0,0.0,0.70258677,0.0,0.8256501,0.048361767,0.0,0.0"
152,"0.0,0.0,0.64837015,0.0,1.0205464,0.04973118,0.0,0.0"
153,"0.0,0.0,0.69594646,0.0,0.8897437,0.048678525,0.0,0.0"
154,"0.0,0.0,0.7451498,0.0,0.7148593,0.04750287,0.0,0.0"
155,"0.0,0.0,0.9254913,0.0,0.08869296,0.042194206,0.0,0.0"
156,"0.0,0.0,0.4073919,0.0,2.0343738,0.055262864,0.0,0.0"
157,"0.0,0.0,0.6356277,0.0,1.0774791,0.049879108,0.0,0.0"
158,"0.0,0.0,0.7197648,0.0,0.8521192,0.04792047,0.0,0.0"
159,"0.0,0.0,0.5680379,0.0,1.3645734,0.051397234,0.0,0.0"
160,"0.0,0.0,0.69851094,0.0,0.8746451,0.048484635,0.0,0.0"
161,"0.0,0.0,0.5281677,0.0,1.528517,0.052255042,0.0,0.0"
162,"0.0,0.0,0.46928757,0.0,1.7590969,0.053894818,0.0,0.0"
163,"0.0,0.0,1.0226109,0.0,0.0,0.03816325,0.0,0.0"
164,"0.0,0.0,0.61764276,0.0,1.1855707,0.050263908,0.0,0.0"
165,"0.0,0.0,0.5375868,0.0,1.4775969,0.052119657,0.0,0.0"
166,"0.0,0.0,0.62630755,0.0,1.1032202,0.050152373,0.0,0.0"
167,"0.0,0.0,0.7694192,0.0,0.6180205,0.04721946,0.0,0.0"
168,"0.0,0.0,0.5508013,0.0,1.4329329,0.051739104,0.0,0.0"
169,"0.0,0.0,0.57890654,0.0,1.2859184,0.05116077,0.0,0.0"
170,"0.0,0.0,0.66903114,0.0,0.93602884,0.049292255,0.0,0.0"
171,"0.0,0.0,0.60175115,0.0,1.2230971,0.050567616,0.0,0.0"
172,"0.0,0.0,0.7412684,0.0,0.73083854,0.04757813,0.0,0.0"
173,"0.0,0.0,0.63417554,0.0,1.0715015,0.05002104,0.0,0.0"
174,"0.0,0.0,0.56897163,0.0,1.3352009,0.051433854,0.0,0.0"
175,"0.0,0.0,0.6524878,0.0,0.97054744,0.04975932,0.0,0.0"
176,"0.0,0.0,0.6257217,0.0,1.132,0.050163142,0.0,0.0"
177,"0.0,0.0,0.6833508,0.0,0.91404045,0.048932835,0.0,0.0"
178,"0.0,0.0,0.6444873,0.0,1.114135,0.04964038,0.0,0.0"
179,"0.0,0.0,0.7716737,0.0,0.63802284,0.047045425,0.0,0.0"
180,"0.0,0.0,0.63838446,0.0,1.0791194,0.049942635,0.0,0.0"
181,"0.0,0.0,0.5623601,0.0,1.3797576,0.05151101,0.0,0.0"
182,"0.0,0.0,0.5854189,0.0,1.2594979,0.05112557,0.0,0.0"
183,"0.0,0.0,0.5350204,0.0,1.4767919,0.052403983,0.0,0.0"
184,"0.0,0.0,0.47012407,0.0,1.7602563,0.053805187,0.0,0.0"
185,"0.0,0.0,0.6324328,0.0,1.1176784,0.050040647,0.0,0.0"
186,"0.0,0.0,0.37124538,0.0,2.1790197,0.056308422,0.0,0.0"
187,"0.0,0.0,0.5128435,0.0,1.5752385,0.052952625,0.0,0.0"
188,"0.0,0.0,0.6769211,0.0,1.0129066,0.048882227,0.0,0.0"
189,"0.0,0.0,0.5758983,0.0,1.3224175,0.051135253,0.0,0.0"
190,"0.0,0.0,0.54916376,0.0,1.4169044,0.05193193,0.0,0.0"
191,"0.0,0.0,0.60561156,0.0,1.1831955,0.05060459,0.0,0.0"
192,"0.0,0.0,0.80105597,0.0,0.5226438,0.046723835,0.0,0.0"
193,"0.0,0.0,0.74797565,0.0,0.7011622,0.04751261,0.0,0.0"
194,"0.0,0.0,0.53449196,0.0,1.493938,0.052267812,0.0,0.0"
195,"0.0,0.0,0.4346624,0.0,1.8869364,0.054824647,0.0,0.0"
196,"0.0,0.0,0.8032015,0.0,0.52305335,0.046662036,0.0,0.0"
197,"0.0,0.0,0.78766567,0.0,0.6001213,0.046826176,0.0,0.0"
198,"0.0,0.0,0.54430765,0.0,1.4221456,0.05221796,0.0,0.0"
199,"0.0,0.0,0.6853467,0.0,0.90852636,0.048850674,0.0,0.0"
200,"0.0,0.0,0.7545523,0.0,0.7016094,0.04734088,0.0,0.0"
201,"0.0,0.0,0.54157907,0.0,1.436033,0.052233126,0.0,0.0"
202,"0.0,0.0,0.59635675,0.0,1.2196004,0.050865956,0.0,0.0"
203,"0.0,0.0,0.68631494,0.0,0.91723895,0.04881968,0.0,0.0"
204,"0.0,0.0,0.58157694,0.0,1.2772355,0.05129682,0.0,0.0"
205,"0.0,0.0,0.5799391,0.0,1.2813431,0.051236235,0.0,0.0"
206,"0.0,0.0,0.72060853,0.0,0.79906833,0.04794642,0.0,0.0"
207,"0.0,0.0,0.56299585,0.0,1.3417187,0.051774826,0.0,0.0"
208,"0.0,0.0,0.56770134,0.0,1.3540502,0.05134907,0.0,0.0"
209,"0.0,0.0,0.77716297,0.0,0.5868318,0.047277246,0.0,0.0"
210,"0.0,0.0,0.6077941,0.0,1.1833196,0.05054837,0.0,0.0"
211,"0.0,0.0,0.57274806,0.0,1.3463795,0.05129537,0.0,0.0"
212,"0.0,0.0,0.7556731,0.0,0.6838483,0.047426205,0.0,0.0"
213,"0.0,0.0,0.5984556,0.0,1.2094235,0.050802693,0.0,0.0"
214,"0.0,0.0,0.7760064,0.0,0.60503507,0.047019687,0.0,0.0"
215,"0.0,0.0,0.64376837,0.0,1.047033,0.04983841,0.0,0.0"
216,"0.0,0.0,0.70871025,0.0,0.86989486,0.048158728,0.0,0.0"
217,"0.0,0.0,0.7520367,0.0,0.6982516,0.047354486,0.0,0.0"
218,"0.0,0.0,0.7486171,0.0,0.71491694,0.04738068,0.0,0.0"
219,"0.0,0.0,0.6614785,0.0,0.9622003,0.049498487,0.0,0.0"
220,"0.0,0.0,0.53465503,0.0,1.4659088,0.052390262,0.0,0.0"
221,"0.0,0.0,0.82948834,0.0,0.4392228,0.0460897,0.0,0.0"
222,"0.0,0.0,0.55783916,0.0,1.3518775,0.051808566,0.0,0.0"
223,"0.0,0.0,0.6325597,0.0,1.0788794,0.050053086,0.0,0.0"
224,"0.0,0.0,0.823733,0.0,0.45573163,0.046195127,0.0,0.0"
225,"0.0,0.0,0.6636802,0.0,0.95904434,0.04944926,0.0,0.0"
226,"0.0,0.0,0.6304047,0.0,1.0558189,0.05032496,0.0,0.0"
227,"0.0,0.0,0.81295174,0.0,0.4558993,0.04652716,0.0,0.0"
228,"0.0,0.0,0.64068294,0.0,1.0154428,0.05004683,0.0,0.0"
229,"0.0,0.0,0.69611555,0.0,0.9094473,0.048343733,0.0,0.0"
230,"0.0,0.0,0.54229426,0.0,1.4370387,0.052284557,0.0,0.0"
231,"0.0,0.0,0.61114967,0.0,1.1586,0.05051888,0.0,0.0"
232,"0.0,0.0,0.70241654,0.0,0.8197135,0.048636243,0.0,0.0"
233,"0.0,0.0,0.51179683,0.0,1.5756111,0.0529341,0.0,0.0"
234,"0.0,0.0,0.5612067,0.0,1.3687131,0.051786482,0.0,0.0"
235,"0.0,0.0,0.44066462,0.0,1.8780508,0.05449824,0.0,0.0"
236,"0.0,0.0,0.66901493,0.0,0.9403712,0.04926904,0.0,0.0"
237,"0.0,0.0,0.62754625,0.0,1.0823184,0.050297696,0.0,0.0"
238,"0.0,0.0,0.68816406,0.0,0.93118465,0.048708916,0.0,0.0"
239,"0.0,0.0,0.64376366,0.0,1.0107803,0.04989073,0.0,0.0"
240,"0.0,0.0,0.8095712,0.0,0.5431838,0.046334982,0.0,0.0"
241,"0.0,0.0,0.70506847,0.0,0.8269423,0.048489016,0.0,0.0"
242,"0.0,0.0,0.7749055,0.0,0.6303542,0.047038488,0.0,0.0"
243,"0.0,0.0,0.7463257,0.0,0.7163016,0.047594283,0.0,0.0"
244,"0.0,0.0,0.59846604,0.0,1.2242362,0.050642353,0.0,0.0"
245,"0.0,0.0,0.964381,0.0,0.0,0.04067315,0.0,0.0"
246,"0.0,0.0,0.6388534,0.0,1.0700192,0.04993001,0.0,0.0"
247,"0.0,0.0,0.5793891,0.0,1.2975734,0.051054418,0.0,0.0"
248,"0.0,0.0,0.58912486,0.0,1.2717144,0.05086091,0.0,0.0"
249,"0.0,0.0,0.5319966,0.0,1.5059638,0.05220783,0.0,0.0"
250,"0.0,0.0,0.6480249,0.0,1.0455626,0.049642153,0.0,0.0"
251,"0.0,0.0,0.58174026,0.0,1.3189296,0.05092755,0.0,0.0"
252,"0.0,0.0,0.55641186,0.0,1.3727684,0.051834762,0.0,0.0"
253,"0.0,0.0,0.70901364,0.0,0.81862277,0.048339576,0.0,0.0"
254,"0.0,0.0,0.79800457,0.0,0.55780905,0.046666022,0.0,0.0"
255,"0.0,0.0,0.44826698,0.0,1.856632,0.05423855,0.0,0.0"
256,"0.0,0.0,0.66956466,0.0,1.0086275,0.04910605,0.0,0.0"
257,"0.0,0.0,0.5475744,0.0,1.4281828,0.051985107,0.0,0.0"
258,"0.0,0.0,0.61857057,0.0,1.1155939,0.050364286,0.0,0.0"
259,"0.0,0.0,0.5892916,0.0,1.2232008,0.05125542,0.0,0.0"
260,"0.0,0.0,0.61129165,0.0,1.1294178,0.0508391,0.0,0.0"
261,"0.0,0.0,0.5605969,0.0,1.3426666,0.051832907,0.0,0.0"
262,"0.0,0.0,0.6873734,0.0,0.8664919,0.04898639,0.0,0.0"
263,"0.0,0.0,0.7037365,0.0,0.8460549,0.04835707,0.0,0.0"
264,"0.0,0.0,0.7726961,0.0,0.6350686,0.04704111,0.0,0.0"
265,"0.0,0.0,0.57895285,0.0,1.291433,0.051274266,0.0,0.0"
266,"0.0,0.0,0.62541276,0.0,1.0934329,0.05027021,0.0,0.0"
267,"0.0,0.0,0.80818844,0.0,0.5225985,0.04646781,0.0,0.0"
268,"0.0,0.0,0.54100525,0.0,1.4551759,0.052116632,0.0,0.0"
269,"0.0,0.0,0.59465826,0.0,1.1927862,0.050999034,0.0,0.0"
270,"0.0,0.0,0.5196108,0.0,1.5553967,0.052528594,0.0,0.0"
271,"0.0,0.0,0.5193077,0.0,1.5348928,0.05271599,0.0,0.0"
272,"0.0,0.0,0.54343975,0.0,1.4569235,0.052001793,0.0,0.0"
273,"0.0,0.0,0.5680361,0.0,1.3323524,0.051574226,0.0,0.0"
274,"0.0,0.0,0.56721187,0.0,1.3408498,0.0515803,0.0,0.0"
275,"0.0,0.0,0.5065822,0.0,1.5987029,0.052999914,0.0,0.0"
276,"0.0,0.0,0.58447194,0.0,1.2924051,0.05098079,0.0,0.0"
277,"0.0,0.0,0.6419044,0.0,1.0285637,0.049875382,0.0,0.0"
278,"0.0,0.0,0.383457,0.0,2.1360037,0.05583779,0.0,0.0"
279,"0.0,0.0,0.7301029,0.0,0.7576455,0.047816593,0.0,0.0"
280,"0.0,0.0,0.80071366,0.0,0.55290383,0.046717346,0.0,0.0"
281,"0.0,0.0,0.75710905,0.0,0.69792783,0.04720713,0.0,0.0"
282,"0.0,0.0,0.6106461,0.0,1.1601205,0.05052847,0.0,0.0"
283,"0.0,0.0,0.6951428,0.0,0.87397397,0.048561662,0.0,0.0"
284,"0.0,0.0,0.7529732,0.0,0.6749867,0.047409765,0.0,0.0"
285,"0.0,0.0,0.53615385,0.0,1.4832273,0.052085042,0.0,0.0"
286,"0.0,0.0,0.7050548,0.0,0.80870044,0.048533518,0.0,0.0"
287,"0.0,0.0,0.7264561,0.0,0.79677254,0.047752522,0.0,0.0"
288,"0.0,0.0,0.46493602,0.0,1.7617645,0.05394624,0.0,0.0"
289,"0.0,0.0,0.63476676,0.0,1.0744696,0.050068736,0.0,0.0"
290,"0.0,0.0,0.80390537,0.0,0.4773499,0.046654753,0.0,0.0"
291,"0.0,0.0,0.68217325,0.0,0.9186833,0.049058903,0.0,0.0"
292,"0.0,0.0,0.68307835,0.0,0.92213005,0.04888249,0.0,0.0"
293,"0.0,0.0,0.88477,0.0,0.27025282,0.044772774,0.0,0.0"
294,"0.0,0.0,0.7658485,0.0,0.66088325,0.04707246,0.0,0.0"
295,"0.0,0.0,0.5597417,0.0,1.3848585,0.051716216,0.0,0.0"
296,"0.0,0.0,0.5715349,0.0,1.3377856,0.05131432,0.0,0.0"
297,"0.0,0.0,0.77082765,0.0,0.61371446,0.047256537,0.0,0.0"
298,"0.0,0.0,0.58757764,0.0,1.253587,0.051173083,0.0,0.0"
299,"0.0,0.0,0.6984495,0.0,0.84817386,0.048582226,0.0,0.0"
300,"0.0,0.0,0.39626822,0.0,2.062584,0.05562044,0.0,0.0"
301,"0.0,0.0,0.5436449,0.0,1.4333767,0.052117884,0.0,0.0"
302,"0.0,0.0,0.91021705,0.0,0.1615473,0.04314075,0.0,0.0"
303,"0.0,0.0,0.5598073,0.0,1.3612144,0.051747408,0.0,0.0"
304,"0.0,0.0,0.5496849,0.0,1.4207568,0.051913902,0.0,0.0"
305,"0.0,0.0,0.8267405,0.0,0.47668296,0.045968045,0.0,0.0"
306,"0.0,0.0,0.63272905,0.0,1.0984037,0.05010015,0.0,0.0"
307,"0.0,0.0,0.32776856,0.0,2.37642,0.05719613,0.0,0.0"
308,"0.0,0.0,0.69330335,0.0,0.8460667,0.048851445,0.0,0.0"
309,"0.0,0.0,0.48262897,0.0,1.6830876,0.053688366,0.0,0.0"
310,"0.0,0.0,0.5957518,0.0,1.21932,0.050834093,0.0,0.0"
311,"0.0,0.0,0.6764213,0.0,0.93455577,0.049035195,0.0,0.0"
312,"0.0,0.0,0.66199374,0.0,0.9862548,0.049458046,0.0,0.0"
313,"0.0,0.0,0.6922292,0.0,0.8974616,0.048711315,0.0,0.0"
314,"0.0,0.0,0.64917386,0.0,1.0722146,0.049524736,0.0,0.0"
315,"0.0,0.0,0.5931917,0.0,1.2374008,0.050990812,0.0,0.0"
316,"0.0,0.0,0.648538,0.0,1.0762026,0.049520675,0.0,0.0"
317,"0.0,0.0,0.63853323,0.0,1.0648905,0.049969908,0.0,0.0"
318,"0.0,0.0,0.55464435,0.0,1.4200814,0.051656116,0.0,0.0"
319,"0.0,0.0,0.75207686,0.0,0.72014356,0.047345206,0.0,0.0"
320,"0.0,0.0,0.6664032,0.0,0.9595125,0.049252342,0.0,0.0"
321,"0.0,0.0,0.639382,0.0,1.0623788,0.04978733,0.0,0.0"
322,"0.0,0.0,0.57156366,0.0,1.3619688,0.051113117,0.0,0.0"
323,"0.0,0.0,0.77083415,0.0,0.6632709,0.04703793,0.0,0.0"
324,"0.0,0.0,0.62415606,0.0,1.12227,0.05014757,0.0,0.0"
325,"0.0,0.0,0.582767,0.0,1.3058786,0.05099095,0.0,0.0"
326,"0.0,0.0,0.80703044,0.0,0.5240736,0.04659852,0.0,0.0"
327,"0.0,0.0,0.6779288,0.0,0.9386164,0.048964847,0.0,0.0"
328,"0.0,0.0,0.6963293,0.0,0.8636265,0.048692178,0.0,0.0"
329,"0.0,0.0,1.1029944,0.0,0.0,0.035308547,0.0,0.0"
330,"0.0,0.0,0.561652,0.0,1.3927021,0.051488027,0.0,0.0"
331,"0.0,0.0,0.5301055,0.0,1.4907486,0.052364394,0.0,0.0"
332,"0.0,0.0,0.5229475,0.0,1.5248868,0.05274484,0.0,0.0"
333,"0.0,0.0,0.7447771,0.0,0.6933231,0.047665235,0.0,0.0"
334,"0.0,0.0,0.62995607,0.0,1.1163795,0.050042458,0.0,0.0"
