MovieID,Title,Genres,MovieID_idx,Genres_idx
177,Lord of Illusions (1995),Horror,175,9
178,Love & Human Remains (1993),Comedy,176,0
179,Mad Love (1995),Drama,177,2
180,Mallrats (1995),Comedy,178,0
181,Mighty Morphin Power Rangers: The Movie (1995),Action,179,3
182,Moonlight and Valentino (1995),Drama,180,2
183,Mute Witness (1994),Thriller,181,5
184,Nadja (1994),Drama,182,2
185,"Net, The (1995)",Thriller,183,5
186,Nine Months (1995),Comedy,184,0
187,Party Girl (1995),Comedy,185,0
188,"Prophecy, The (1995)",Horror,186,9
189,Reckless (1995),Comedy,187,0
190,Safe (1995),Thriller,188,5
191,"Scarlet Letter, The (1995)",Drama,189,2
192,"Show, The (1995)",Documentary,190,7
193,Showgirls (1995),Drama,191,2
194,Smoke (1995),Drama,192,2
195,Something to Talk About (1995),Drama,193,2
196,Species (1995),Horror,194,9
197,"Stars Fell on Henrietta, The (1995)",Drama,195,2
198,Strange Days (1995),Action,196,3
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama,197,2
200,"Tie That Binds, The (1995)",Thriller,198,5
201,Three Wishes (1995),Drama,199,2
202,Total Eclipse (1995),Drama,200,2
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,201,0
204,Under Siege 2: Dark Territory (1995),Action,202,3
205,Unstrung Heroes (1995),Drama,203,2
206,Unzipped (1995),Documentary,204,7
207,"Walk in the Clouds, A (1995)",Drama,205,2
208,Waterworld (1995),Action,206,3
209,White Man's Burden (1995),Drama,207,2
210,Wild Bill (1995),Western,208,10
211,"Browning Version, The (1994)",Drama,209,2
212,Bushwhacked (1995),Comedy,210,0
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,211,2
214,Before the Rain (Pred dozhdot) (1994),Drama,212,2
215,Before Sunrise (1995),Drama,213,2
216,Billy Madison (1995),Comedy,214,0
217,"Babysitter, The (1995)",Drama,215,2
218,Boys on the Side (1995),Drama,216,2
219,"Cure, The (1995)",Drama,217,2
220,Castle Freak (1995),Horror,218,9
222,Circle of Friends (1995),Drama,219,2
223,Clerks (1994),Comedy,220,0
224,Don Juan DeMarco (1995),Drama,221,2
225,Disclosure (1994),Drama,222,2
226,Dream Man (1995),Thriller,223,5
227,Drop Zone (1994),Action,224,3
228,Destiny Turns on the Radio (1995),Comedy,225,0
229,Death and the Maiden (1994),Drama,226,2
230,Dolores Claiborne (1994),Drama,227,2
231,Dumb & Dumber (1994),Comedy,228,0
232,Eat Drink Man Woman (1994),Drama,229,2
233,Exotica (1994),Drama,230,2
234,Exit to Eden (1994),Comedy,231,0
235,Ed Wood (1994),Drama,232,2
236,French Kiss (1995),Comedy,233,0
237,Forget Paris (1995),Comedy,234,0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure,235,1
239,"Goofy Movie, A (1995)",Comedy,236,0
240,Hideaway (1995),Thriller,237,5
241,Fluke (1995),Drama,238,2
242,Farinelli: il castrato (1994),Drama,239,2
243,Gordy (1995),Comedy,240,0
244,Gumby: The Movie (1995),Children's,241,4
245,"Glass Shield, The (1994)",Drama,242,2
246,Hoop Dreams (1994),Documentary,243,7
247,Heavenly Creatures (1994),Drama,244,2
248,Houseguest (1994),Comedy,245,0
249,Immortal Beloved (1994),Drama,246,2
250,Heavyweights (1994),Comedy,247,0
251,"Hunted, The (1995)",Action,248,3
252,I.Q. (1994),Comedy,249,0
253,Interview with the Vampire (1994),Drama,250,2
254,Jefferson in Paris (1995),Drama,251,2
255,"Jerky Boys, The (1994)",Comedy,252,0
256,Junior (1994),Comedy,253,0
257,Just Cause (1995),Thriller,254,5
258,"Kid in King Arthur's Court, A (1995)",Comedy,255,0
259,Kiss of Death (1995),Drama,256,2
260,Star Wars: Episode IV - A New Hope (1977),Action,257,3
261,Little Women (1994),Drama,258,2
262,"Little Princess, A (1995)",Drama,259,2
263,Ladybird Ladybird (1994),Drama,260,2
264,"Enfer, L' (1994)",Drama,261,2
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama,262,2
266,Legends of the Fall (1994),Drama,263,2
267,Major Payne (1994),Comedy,264,0
268,Little Odessa (1994),Drama,265,2
269,My Crazy Life (Mi vida loca) (1993),Drama,266,2
270,Love Affair (1994),Drama,267,2
271,Losing Isaiah (1995),Drama,268,2
272,"Madness of King George, The (1994)",Drama,269,2
273,Mary Shelley's Frankenstein (1994),Drama,270,2
274,Man of the House (1995),Comedy,271,0
275,Mixed Nuts (1994),Comedy,272,0
276,Milk Money (1994),Comedy,273,0
277,Miracle on 34th Street (1994),Drama,274,2
278,Miami Rhapsody (1995),Comedy,275,0
279,My Family (1995),Drama,276,2
280,Murder in the First (1995),Drama,277,2
281,Nobody's Fool (1994),Drama,278,2
282,Nell (1994),Drama,279,2
283,New Jersey Drive (1995),Drama,280,2
284,New York Cop (1996),Action,281,3
285,Beyond Bedlam (1993),Drama,282,2
286,Nemesis 2: Nebula (1995),Action,283,3
287,Nina Takes a Lover (1994),Comedy,284,0
288,Natural Born Killers (1994),Action,285,3
289,Only You (1994),Comedy,286,0
290,Once Were Warriors (1994),Drama,287,2
291,Poison Ivy II (1995),Thriller,288,5
292,Outbreak (1995),Drama,289,2
293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Drama,290,2
294,"Perez Family, The (1995)",Comedy,291,0
295,"Pyromaniac's Love Story, A (1995)",Comedy,292,0
296,Pulp Fiction (1994),Drama,293,2
297,Panther (1995),Drama,294,2
298,Pushing Hands (1992),Comedy,295,0
299,Priest (1994),Drama,296,2
300,Quiz Show (1994),Drama,297,2
301,Picture Bride (1995),Drama,298,2
302,Queen Margot (La Reine Margot) (1994),Drama,299,2
303,"Quick and the Dead, The (1995)",Action,300,3
304,Roommates (1995),Drama,301,2
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,302,0
306,Three Colors: Red (1994),Drama,303,2
307,Three Colors: Blue (1993),Drama,304,2
308,Three Colors: White (1994),Drama,305,2
309,"Red Firecracker, Green Firecracker (1994)",Drama,306,2
310,Rent-a-Kid (1995),Comedy,307,0
311,Relative Fear (1994),Thriller,308,5
312,Stuart Saves His Family (1995),Comedy,309,0
313,"Swan Princess, The (1994)",Children's,310,4
314,"Secret of Roan Inish, The (1994)",Drama,311,2
315,"Specialist, The (1994)",Action,312,3
316,Stargate (1994),Action,313,3
317,"Santa Clause, The (1994)",Comedy,314,0
318,"Shawshank Redemption, The (1994)",Drama,315,2
319,Shallow Grave (1994),Thriller,316,5
320,Suture (1993),Thriller,317,5
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,318,2
322,Swimming with Sharks (1995),Drama,319,2
324,"Sum of Us, The (1994)",Comedy,320,0
325,National Lampoon's Senior Trip (1995),Comedy,321,0
326,To Live (Huozhe) (1994),Drama,322,2
327,Tank Girl (1995),Comedy,323,0
328,Tales From the Crypt Presents: Demon Knight (1995),Horror,324,9
329,Star Trek: Generations (1994),Action,325,3
330,Tales from the Hood (1995),Comedy,326,0
331,Tom & Viv (1994),Drama,327,2
332,Village of the Damned (1995),Horror,328,9
333,Tommy Boy (1995),Comedy,329,0
334,Vanya on 42nd Street (1994),Drama,330,2
335,"Underneath, The (1995)",Thriller,331,5
336,"Walking Dead, The (1995)",Drama,332,2
337,What's Eating Gilbert Grape (1993),Drama,333,2
338,Virtuosity (1995),Thriller,334,5
339,While You Were Sleeping (1995),Comedy,335,0
340,"War, The (1994)",Drama,336,2
341,Double Happiness (1994),Drama,337,2
342,Muriel's Wedding (1994),Comedy,338,0
343,"Baby-Sitters Club, The (1995)",Children's,339,4
344,Ace Ventura: Pet Detective (1994),Comedy,340,0
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Drama,341,2
346,Backbeat (1993),Drama,342,2
347,Bitter Moon (1992),Drama,343,2
348,Bullets Over Broadway (1994),Comedy,344,0
349,Clear and Present Danger (1994),Action,345,3
350,"Client, The (1994)",Drama,346,2
351,"Corrina, Corrina (1994)",Drama,347,2
352,Crooklyn (1994),Comedy,348,0
353,"Crow, The (1994)",Action,349,3
354,Cobb (1994),Drama,350,2
355,"Flintstones, The (1994)",Comedy,351,0
356,Forrest Gump (1994),Comedy,352,0
357,Four Weddings and a Funeral (1994),Comedy,353,0
358,Higher Learning (1995),Drama,354,2
359,I Like It Like That (1994),Drama,355,2
360,I Love Trouble (1994),Comedy,356,0
361,It Could Happen to You (1994),Drama,357,2
362,"Jungle Book, The (1994)",Romance,358,6
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,359,7
364,"Lion King, The (1994)",Children's,360,4
365,Little Buddha (1993),Drama,361,2
366,Wes Craven's New Nightmare (1994),Horror,362,9
367,"Mask, The (1994)",Comedy,363,0
368,Maverick (1994),Comedy,364,0
369,Mrs. Parker and the Vicious Circle (1994),Drama,365,2
370,Naked Gun 33 1/3: The Final Insult (1994),Comedy,366,0
371,"Paper, The (1994)",Drama,367,2
372,Reality Bites (1994),Drama,368,2
373,Red Rock West (1992),Thriller,369,5
374,Richie Rich (1994),Comedy,370,0
375,Safe Passage (1994),Drama,371,2
376,"River Wild, The (1994)",Action,372,3
377,Speed (1994),Action,373,3
378,Speechless (1994),Comedy,374,0
379,Timecop (1994),Action,375,3
380,True Lies (1994),Comedy,376,0
381,When a Man Loves a Woman (1994),Drama,377,2
382,Wolf (1994),Drama,378,2
383,Wyatt Earp (1994),Western,379,10
384,Bad Company (1995),Action,380,3
385,"Man of No Importance, A (1994)",Drama,381,2
386,S.F.W. (1994),Drama,382,2
387,"Low Down Dirty Shame, A (1994)",Comedy,383,0
388,Boys Life (1995),Drama,384,2
389,"Colonel Chabert, Le (1994)",Drama,385,2
390,Faster Pussycat! Kill! Kill! (1965),Drama,386,2
391,Jason's Lyric (1994),Drama,387,2
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure,388,1
393,Street Fighter (1994),Action,389,3
394,Coldblooded (1995),Action,390,3
395,Desert Winds (1995),Drama,391,2
396,Fall Time (1995),Drama,392,2
397,"Fear, The (1995)",Horror,393,9
398,Frank and Ollie (1995),Documentary,394,7
399,Girl in the Cadillac (1995),Drama,395,2
400,Homage (1995),Drama,396,2
401,Mirage (1995),Action,397,3
402,Open Season (1996),Comedy,398,0
403,Two Crimes (1995),Drama,399,2
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,400,7
405,Highlander III: The Sorcerer (1994),Action,401,3
406,Federal Hill (1994),Drama,402,2
407,In the Mouth of Madness (1995),Thriller,403,5
408,8 Seconds (1994),Drama,404,2
409,Above the Rim (1994),Drama,405,2
410,Addams Family Values (1993),Comedy,406,0
411,You So Crazy (1994),Comedy,407,0
412,"Age of Innocence, The (1993)",Drama,408,2
413,Airheads (1994),Comedy,409,0
414,"Air Up There, The (1994)",Comedy,410,0
415,Another Stakeout (1993),Comedy,411,0
416,Bad Girls (1994),Western,412,10
417,Barcelona (1994),Comedy,413,0
418,Being Human (1993),Drama,414,2
419,"Beverly Hillbillies, The (1993)",Comedy,415,0
420,Beverly Hills Cop III (1994),Comedy,416,0
421,Black Beauty (1994),Adventure,417,1
422,Blink (1994),Thriller,418,5
423,Blown Away (1994),Action,419,3
424,Blue Chips (1994),Drama,420,2
425,Blue Sky (1994),Drama,421,2
426,Body Snatchers (1993),Thriller,422,5
427,Boxing Helena (1993),Thriller,423,5
428,"Bronx Tale, A (1993)",Drama,424,2
429,Cabin Boy (1994),Comedy,425,0
430,Calendar Girl (1993),Drama,426,2
431,Carlito's Way (1993),Drama,427,2
432,City Slickers II: The Legend of Curly's Gold (1994),Comedy,428,0
433,Clean Slate (1994),Comedy,429,0
434,Cliffhanger (1993),Action,430,3
435,Coneheads (1993),Comedy,431,0
436,Color of Night (1994),Drama,432,2
437,Cops and Robbersons (1994),Comedy,433,0
438,"Cowboy Way, The (1994)",Comedy,434,0
439,Dangerous Game (1993),Drama,435,2
440,Dave (1993),Comedy,436,0
441,Dazed and Confused (1993),Comedy,437,0
442,Demolition Man (1993),Action,438,3
443,"Endless Summer 2, The (1994)",Documentary,439,7
444,Even Cowgirls Get the Blues (1993),Comedy,440,0
445,Fatal Instinct (1993),Comedy,441,0
446,Farewell My Concubine (1993),Drama,442,2
447,"Favor, The (1994)",Comedy,443,0
448,Fearless (1993),Drama,444,2
449,Fear of a Black Hat (1993),Comedy,445,0
450,With Honors (1994),Drama,446,2
451,Flesh and Bone (1993),Drama,447,2
452,Widows' Peak (1994),Drama,448,2
453,For Love or Money (1993),Comedy,449,0
454,"Firm, The (1993)",Drama,450,2
455,Free Willy (1993),Drama,451,2
456,Fresh (1994),Drama,452,2
457,"Fugitive, The (1993)",Action,453,3
458,Geronimo: An American Legend (1993),Drama,454,2
459,"Getaway, The (1994)",Action,455,3
460,Getting Even with Dad (1994),Comedy,456,0
461,Go Fish (1994),Drama,457,2
462,"Good Man in Africa, A (1994)",Action,458,3
463,Guilty as Sin (1993),Drama,459,2
464,Hard Target (1993),Action,460,3
465,Heaven & Earth (1993),Drama,461,2
466,Hot Shots! Part Deux (1993),Comedy,462,0
467,Live Nude Girls (1995),Comedy,463,0
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy,464,0
469,"House of the Spirits, The (1993)",Drama,465,2
470,House Party 3 (1994),Comedy,466,0
471,"Hudsucker Proxy, The (1994)",Comedy,467,0
472,I'll Do Anything (1994),Drama,468,2
473,In the Army Now (1994),Comedy,469,0
474,In the Line of Fire (1993),Action,470,3
475,In the Name of the Father (1993),Drama,471,2
476,"Inkwell, The (1994)",Drama,472,2
477,What's Love Got to Do with It? (1993),Drama,473,2
478,Jimmy Hollywood (1994),Comedy,474,0
479,Judgment Night (1993),Action,475,3
480,Jurassic Park (1993),Action,476,3
481,Kalifornia (1993),Drama,477,2
482,Killing Zoe (1994),Thriller,478,5
483,King of the Hill (1993),Drama,479,2
484,Lassie (1994),Adventure,480,1
485,Last Action Hero (1993),Comedy,481,0
486,Life with Mikey (1993),Comedy,482,0
487,Lightning Jack (1994),Comedy,483,0
488,M. Butterfly (1993),Drama,484,2
489,Made in America (1993),Comedy,485,0
490,Malice (1993),Thriller,486,5
491,"Man Without a Face, The (1993)",Drama,487,2
492,Manhattan Murder Mystery (1993),Comedy,488,0
493,Menace II Society (1993),Drama,489,2
494,Executive Decision (1996),Action,490,3
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,491,2
496,What Happened Was... (1994),Drama,492,2
497,Much Ado About Nothing (1993),Comedy,493,0
498,Mr. Jones (1993),Drama,494,2
499,Mr. Wonderful (1993),Comedy,495,0
500,Mrs. Doubtfire (1993),Comedy,496,0
501,Naked (1993),Drama,497,2
502,"Next Karate Kid, The (1994)",Action,498,3
503,"New Age, The (1994)",Drama,499,2
504,No Escape (1994),Action,500,3
505,North (1994),Comedy,501,0
506,Orlando (1993),Drama,502,2
507,"Perfect World, A (1993)",Drama,503,2
508,Philadelphia (1993),Drama,504,2
509,"Piano, The (1993)",Drama,505,2
510,Poetic Justice (1993),Drama,506,2
511,"Program, The (1993)",Drama,507,2
512,Robert A. Heinlein's The Puppet Masters (1994),Horror,508,9
513,Radioland Murders (1994),Comedy,509,0
514,"Ref, The (1994)",Comedy,510,0
515,"Remains of the Day, The (1993)",Drama,511,2
516,Renaissance Man (1994),Drama,512,2
517,Rising Sun (1993),Drama,513,2
518,"Road to Wellville, The (1994)",Comedy,514,0
519,Robocop 3 (1993),Thriller,515,5
520,Robin Hood: Men in Tights (1993),Comedy,516,0
521,Romeo Is Bleeding (1993),Thriller,517,5
522,Romper Stomper (1992),Drama,518,2
523,Ruby in Paradise (1993),Drama,519,2
524,Rudy (1993),Drama,520,2
525,"Saint of Fort Washington, The (1993)",Drama,521,2
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,522,2
527,Schindler's List (1993),Drama,523,2
528,"Scout, The (1994)",Drama,524,2
529,Searching for Bobby Fischer (1993),Drama,525,2
530,Second Best (1994),Drama,526,2
531,"Secret Garden, The (1993)",Drama,527,2
532,Serial Mom (1994),Comedy,528,0
533,"Shadow, The (1994)",Action,529,3
534,Shadowlands (1993),Drama,530,2
535,Short Cuts (1993),Drama,531,2
536,"Simple Twist of Fate, A (1994)",Drama,532,2
537,Sirens (1994),Drama,533,2
538,Six Degrees of Separation (1993),Drama,534,2
539,Sleepless in Seattle (1993),Comedy,535,0
540,Sliver (1993),Thriller,536,5
541,Blade Runner (1982),Sci-Fi,537,11
542,Son in Law (1993),Comedy,538,0
543,So I Married an Axe Murderer (1993),Comedy,539,0
544,Striking Distance (1993),Action,540,3
545,Harlem (1993),Drama,541,2
546,Super Mario Bros. (1993),Action,542,3
547,Surviving the Game (1994),Action,543,3
548,Terminal Velocity (1994),Action,544,3
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,545,7
550,Threesome (1994),Comedy,546,0
551,"Nightmare Before Christmas, The (1993)",Comedy,547,0
552,"Three Musketeers, The (1993)",Comedy,548,0
553,Tombstone (1993),Western,549,10
554,Trial by Jury (1994),Thriller,550,5
555,True Romance (1993),Action,551,3
556,"War Room, The (1993)",Documentary,552,7
557,Mamma Roma (1962),Drama,553,2
558,"Pagemaster, The (1994)",Action,554,3
559,"Paris, France (1993)",Comedy,555,0
560,"Beans of Egypt, Maine, The (1994)",Drama,556,2
561,Killer (Bulletproof Heart) (1994),Thriller,557,5
562,Welcome to the Dollhouse (1995),Drama,558,2
563,Germinal (1993),Drama,559,2
564,Chasers (1994),Comedy,560,0
565,Cronos (1992),Horror,561,9
566,Naked in New York (1994),Comedy,562,0
567,Kika (1993),Drama,563,2
568,Bhaji on the Beach (1993),Drama,564,2
569,Little Big League (1994),Comedy,565,0
570,"Slingshot, The (K�disbellan ) (1993)",Drama,566,2
571,"Wedding Gift, The (1994)",Drama,567,2
572,Foreign Student (1994),Drama,568,2
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,569,2
574,Spanking the Monkey (1994),Drama,570,2
575,"Little Rascals, The (1994)",Comedy,571,0
576,Fausto (1993),Comedy,572,0
577,Andre (1994),Adventure,573,1
578,"Hour of the Pig, The (1993)",Drama,574,2
579,"Scorta, La (1993)",Thriller,575,5
580,Princess Caraboo (1994),Drama,576,2
581,"Celluloid Closet, The (1995)",Documentary,577,7
582,Metisse (Caf� au Lait) (1993),Comedy,578,0
583,Dear Diary (Caro Diario) (1994),Drama,579,2
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,580,2
585,"Brady Bunch Movie, The (1995)",Comedy,581,0
586,Home Alone (1990),Comedy,582,0
587,Ghost (1990),Comedy,583,0
588,Aladdin (1992),Comedy,584,0
589,Terminator 2: Judgment Day (1991),Action,585,3
590,Dances with Wolves (1990),Drama,586,2
591,Tough and Deadly (1995),Drama,587,2
592,Batman (1989),Drama,588,2
593,"Silence of the Lambs, The (1991)",Drama,589,2
594,Snow White and the Seven Dwarfs (1937),Children's,590,4
595,Beauty and the Beast (1991),Children's,591,4
596,Pinocchio (1940),Children's,592,4
597,Pretty Woman (1990),Comedy,593,0
598,Window to Paris (1994),Comedy,594,0
599,"Wild Bunch, The (1969)",Western,595,10
600,Love and a .45 (1994),Thriller,596,5
601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,597,2
602,"Great Day in Harlem, A (1994)",Documentary,598,7
603,"Bye Bye, Love (1995)",Comedy,599,0
604,Criminals (1996),Documentary,600,7
605,One Fine Day (1996),Drama,601,2
606,Candyman: Farewell to the Flesh (1995),Horror,602,9
607,Century (1993),Drama,603,2
608,Fargo (1996),Drama,604,2
609,Homeward Bound II: Lost in San Francisco (1996),Adventure,605,1
610,Heavy Metal (1981),Action,606,3
611,Hellraiser: Bloodline (1996),Action,607,3
612,"Pallbearer, The (1996)",Comedy,608,0
613,Jane Eyre (1996),Drama,609,2
